profit,max_dd,trades,winrate,ht_trades,o15_trades,o25_trades,score,calmar,params
840.537,-21.425999999999817,1491,0.7706237424547284,414,344,733,827.6814000000002,39.22976757210899,"{'priority_dd_threshold': -8, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O15', 'O25'), 'skip_o25_below_dd': -10, 'skip_o15_below_dd': -12, 'full_stop_dd': -20, 'full_stop_trades': 15}"
840.519,-21.84600000000023,1496,0.7693850267379679,424,335,737,827.4113999999998,38.474732216423654,"{'priority_dd_threshold': -12, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O15', 'O25'), 'skip_o25_below_dd': -12, 'skip_o15_below_dd': -10, 'full_stop_dd': -20, 'full_stop_trades': 10}"
840.703,-22.22599999999977,1655,0.7583081570996979,419,409,827,827.3674000000001,37.8252047151988,"{'priority_dd_threshold': -10, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'O25', 'HT'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -20, 'full_stop_dd': -30, 'full_stop_trades': 0}"
842.565,-27.420000000000073,1565,0.7674121405750799,464,339,762,826.113,30.728118161925522,"{'priority_dd_threshold': -10, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'HT', 'O25'), 'skip_o25_below_dd': -12, 'skip_o15_below_dd': -10, 'full_stop_dd': -16, 'full_stop_trades': 0}"
842.695,-29.29999999999984,1531,0.7687785760940562,466,350,715,825.1150000000001,28.760921501706644,"{'priority_dd_threshold': -8, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O15', 'O25'), 'skip_o25_below_dd': -8, 'skip_o15_below_dd': -12, 'full_stop_dd': -30, 'full_stop_trades': 0}"
837.6410000000001,-20.926000000000727,1519,0.7676102699144174,430,339,750,825.0853999999996,40.028720252316305,"{'priority_dd_threshold': -8, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O25', 'O15'), 'skip_o25_below_dd': -12, 'skip_o15_below_dd': -20, 'full_stop_dd': -20, 'full_stop_trades': 10}"
841.07,-26.761000000000877,1541,0.7696301103179753,425,375,741,825.0133999999995,31.428945106684072,"{'priority_dd_threshold': -12, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'HT', 'O25'), 'skip_o25_below_dd': -15, 'skip_o15_below_dd': None, 'full_stop_dd': -20, 'full_stop_trades': 15}"
840.331,-25.779999999999973,1574,0.7662007623888183,458,349,767,824.863,32.596237393328195,"{'priority_dd_threshold': -8, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'HT', 'O15'), 'skip_o25_below_dd': -10, 'skip_o15_below_dd': -20, 'full_stop_dd': -30, 'full_stop_trades': 10}"
836.7180000000001,-20.986000000000217,1608,0.7624378109452736,395,433,780,824.1264,39.870294482035234,"{'priority_dd_threshold': -5, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O15', 'O25', 'HT'), 'skip_o25_below_dd': -8, 'skip_o15_below_dd': None, 'full_stop_dd': -20, 'full_stop_trades': 15}"
839.613,-26.896000000000754,1607,0.7560672059738643,418,365,824,823.4753999999996,31.21702111838104,"{'priority_dd_threshold': -10, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'HT', 'O15'), 'skip_o25_below_dd': -18, 'skip_o15_below_dd': None, 'full_stop_dd': -30, 'full_stop_trades': 15}"
839.469,-27.070000000000732,1555,0.7646302250803858,441,344,770,823.2269999999996,31.011045437753133,"{'priority_dd_threshold': -8, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('HT', 'O15', 'O25'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -12, 'full_stop_dd': -25, 'full_stop_trades': 10}"
838.447,-25.65400000000011,1505,0.7661129568106312,415,335,755,823.0545999999999,32.68289545489968,"{'priority_dd_threshold': -15, 'priority_normal': ('HT', 'O15', 'O25'), 'priority_crisis': ('O25', 'O15', 'HT'), 'skip_o25_below_dd': None, 'skip_o15_below_dd': -10, 'full_stop_dd': -20, 'full_stop_trades': 15}"
