date,system,stake,profit,equity,peak,dd
2025-01-04 14:00:00,O25,1.0,-1.0,-1.0,-1.0,0.0
2025-01-04 19:45:00,O25,1.0,-1.0,-2.0,-1.0,-1.0
2025-01-05 12:00:00,O25,0.4,0.32000000000000006,-1.68,-1.0,-0.6799999999999999
2025-01-09 20:00:00,O25,0.4,-0.4,-2.08,-1.0,-1.08
2025-01-11 14:30:00,O25,0.4,-0.4,-2.48,-1.0,-1.48
2025-01-11 14:30:00,O25,0.48,0.384,-2.096,-1.0,-1.096
2025-01-11 15:00:00,O25,0.4,0.32000000000000006,-1.776,-1.0,-0.776
2025-01-11 15:00:00,O25,0.4,-0.4,-2.176,-1.0,-1.1760000000000002
2025-01-11 17:30:00,O25,0.48,-0.48,-2.656,-1.0,-1.6560000000000001
2025-01-11 23:00:00,O25,0.48,0.384,-2.2720000000000002,-1.0,-1.2720000000000002
2025-01-12 01:05:00,O25,0.4,-0.4,-2.672,-1.0,-1.6720000000000002
2025-01-12 13:00:00,O25,0.4,0.32000000000000006,-2.3520000000000003,-1.0,-1.3520000000000003
2025-01-12 15:15:00,O25,0.4,-0.4,-2.7520000000000002,-1.0,-1.7520000000000002
2025-01-12 17:30:00,O25,0.4,0.32000000000000006,-2.4320000000000004,-1.0,-1.4320000000000004
2025-01-14 19:30:00,O25,0.4,-0.4,-2.8320000000000003,-1.0,-1.8320000000000003
2025-01-14 19:30:00,O25,0.4,0.32000000000000006,-2.5120000000000005,-1.0,-1.5120000000000005
2025-01-14 19:30:00,O25,0.4,0.32000000000000006,-2.192,-1.0,-1.1920000000000002
2025-01-15 19:30:00,O25,1.2,0.96,-1.2320000000000002,-1.0,-0.2320000000000002
2025-01-15 19:30:00,O25,3.5,2.8000000000000003,1.568,1.568,0.0
2025-01-17 15:00:00,O25,1.0,0.8,2.3680000000000003,2.3680000000000003,0.0
2025-01-17 17:30:00,O25,1.0,0.8,3.168,3.168,0.0
2025-01-17 19:30:00,O25,1.2,-1.2,1.9680000000000002,3.168,-1.2
2025-01-18 01:00:00,O25,1.2,0.96,2.928,3.168,-0.2400000000000002
2025-01-18 14:30:00,O25,1.0,0.8,3.7279999999999998,3.7279999999999998,0.0
2025-01-18 15:00:00,O25,1.0,-1.0,2.7279999999999998,3.7279999999999998,-1.0
2025-01-18 17:30:00,O25,1.2,0.96,3.6879999999999997,3.7279999999999998,-0.040000000000000036
2025-01-18 19:45:00,O25,1.0,0.8,4.4879999999999995,4.4879999999999995,0.0
2025-01-18 19:45:00,O25,1.0,0.8,5.287999999999999,5.287999999999999,0.0
2025-01-19 01:00:00,O25,1.2,-1.2,4.087999999999999,5.287999999999999,-1.2000000000000002
2025-01-19 12:30:00,O25,1.0,0.8,4.887999999999999,5.287999999999999,-0.40000000000000036
2025-01-19 16:30:00,O25,1.2,-1.2,3.687999999999999,5.287999999999999,-1.6000000000000005
2025-01-21 01:00:00,O25,1.0,0.8,4.487999999999999,5.287999999999999,-0.8000000000000007
2025-01-24 19:30:00,O25,1.2,0.96,5.447999999999999,5.447999999999999,0.0
2025-01-25 01:00:00,O25,1.0,0.8,6.247999999999998,6.247999999999998,0.0
2025-01-25 03:00:00,O25,1.2,0.96,7.207999999999998,7.207999999999998,0.0
2025-01-25 12:00:00,O25,1.0,0.8,8.008,8.008,0.0
2025-01-25 12:00:00,O25,1.0,0.8,8.808,8.808,0.0
2025-01-25 14:30:00,O25,1.0,0.8,9.608,9.608,0.0
2025-01-25 14:30:00,O25,1.0,0.8,10.408000000000001,10.408000000000001,0.0
2025-01-25 15:00:00,O25,1.0,0.8,11.208000000000002,11.208000000000002,0.0
2025-01-25 19:45:00,O25,1.0,-1.0,10.208000000000002,11.208000000000002,-1.0
2025-01-26 03:10:00,O25,4.0,3.2,13.408000000000001,13.408000000000001,0.0
2025-01-26 17:30:00,O25,1.0,0.8,14.208000000000002,14.208000000000002,0.0
2025-01-26 18:00:00,O25,1.0,-1.0,13.208000000000002,14.208000000000002,-1.0
2025-01-27 19:00:00,O25,1.0,0.8,14.008000000000003,14.208000000000002,-0.1999999999999993
2025-01-28 19:45:00,O25,1.0,0.8,14.808000000000003,14.808000000000003,0.0
2025-01-28 19:45:00,O25,1.0,0.8,15.608000000000004,15.608000000000004,0.0
2025-01-30 01:00:00,O25,1.0,-1.0,14.608000000000004,15.608000000000004,-1.0
2025-01-30 03:05:00,O25,1.0,-1.0,13.608000000000004,15.608000000000004,-2.0
2025-01-31 17:30:00,O25,0.4,0.32000000000000006,13.928000000000004,15.608000000000004,-1.6799999999999997
2025-01-31 19:30:00,O25,0.48,0.384,14.312000000000005,15.608000000000004,-1.2959999999999994
2025-01-31 19:30:00,O25,0.48,-0.48,13.832000000000004,15.608000000000004,-1.7759999999999998
2025-01-31 19:45:00,O25,0.4,0.32000000000000006,14.152000000000005,15.608000000000004,-1.4559999999999995
2025-02-01 01:00:00,O25,0.4,0.32000000000000006,14.472000000000005,15.608000000000004,-1.1359999999999992
2025-02-01 12:30:00,O25,0.4,0.32000000000000006,14.792000000000005,15.608000000000004,-0.815999999999999
2025-02-01 14:00:00,O25,0.4,-0.4,14.392000000000005,15.608000000000004,-1.2159999999999993
2025-02-01 14:30:00,O25,0.4,0.32000000000000006,14.712000000000005,15.608000000000004,-0.895999999999999
2025-02-01 14:30:00,O25,1.0,0.8,15.512000000000006,15.608000000000004,-0.09599999999999831
2025-02-01 14:30:00,O25,4.0,3.2,18.712000000000007,18.712000000000007,0.0
2025-02-01 15:00:00,O25,1.0,-1.0,17.712000000000007,18.712000000000007,-1.0
2025-02-01 15:00:00,O25,1.0,0.8,18.512000000000008,18.712000000000007,-0.1999999999999993
2025-02-01 15:00:00,O25,1.0,0.8,19.31200000000001,19.31200000000001,0.0
2025-02-01 15:00:00,O25,1.0,0.8,20.11200000000001,20.11200000000001,0.0
2025-02-01 19:30:00,O25,1.0,0.8,20.91200000000001,20.91200000000001,0.0
2025-02-02 01:05:00,O25,4.0,-4.0,16.91200000000001,20.91200000000001,-4.0
2025-02-02 11:30:00,O25,1.0,0.8,17.71200000000001,20.91200000000001,-3.1999999999999993
2025-02-02 14:30:00,O25,1.2,-1.2,16.51200000000001,20.91200000000001,-4.399999999999999
2025-02-02 15:00:00,O25,1.0,0.8,17.312000000000012,20.91200000000001,-3.599999999999998
2025-02-02 16:30:00,O25,1.2,0.96,18.272000000000013,20.91200000000001,-2.639999999999997
2025-02-03 19:15:00,O25,1.0,0.8,19.072000000000013,20.91200000000001,-1.8399999999999963
2025-02-05 16:00:00,O25,4.0,-4.0,15.072000000000013,20.91200000000001,-5.839999999999996
2025-02-06 03:10:00,O25,1.2,0.96,16.032000000000014,20.91200000000001,-4.8799999999999955
2025-02-07 19:30:00,O25,1.2,0.96,16.992000000000015,20.91200000000001,-3.9199999999999946
2025-02-08 14:30:00,O25,1.2,0.96,17.952000000000016,20.91200000000001,-2.9599999999999937
2025-02-08 14:30:00,O25,1.2,-1.2,16.752000000000017,20.91200000000001,-4.159999999999993
2025-02-08 14:30:00,O25,1.2,-1.2,15.552000000000017,20.91200000000001,-5.359999999999992
2025-02-09 03:00:00,O25,0.4,0.32000000000000006,15.872000000000018,20.91200000000001,-5.039999999999992
2025-02-09 14:00:00,O25,0.4,0.32000000000000006,16.192000000000018,20.91200000000001,-4.719999999999992
2025-02-09 14:00:00,O25,0.4,0.32000000000000006,16.512000000000018,20.91200000000001,-4.3999999999999915
2025-02-09 15:00:00,O25,0.4,0.32000000000000006,16.83200000000002,20.91200000000001,-4.079999999999991
2025-02-10 19:00:00,O25,0.4,0.32000000000000006,17.15200000000002,20.91200000000001,-3.759999999999991
2025-02-10 19:45:00,O25,0.4,0.32000000000000006,17.47200000000002,20.91200000000001,-3.4399999999999906
2025-02-12 11:00:00,O25,0.4,-0.4,17.07200000000002,20.91200000000001,-3.839999999999989
2025-02-12 13:00:00,O25,0.4,-0.4,16.672000000000022,20.91200000000001,-4.239999999999988
2025-02-14 19:00:00,O25,0.4,-0.4,16.272000000000023,20.91200000000001,-4.639999999999986
2025-02-14 19:00:00,O25,0.4,0.32000000000000006,16.592000000000024,20.91200000000001,-4.319999999999986
2025-02-14 19:45:00,O25,0.4,-0.4,16.192000000000025,20.91200000000001,-4.719999999999985
2025-02-15 12:30:00,O25,0.4,0.32000000000000006,16.512000000000025,20.91200000000001,-4.399999999999984
2025-02-15 14:30:00,O25,0.4,0.32000000000000006,16.832000000000026,20.91200000000001,-4.079999999999984
2025-02-15 14:30:00,O25,4.0,3.2,20.032000000000025,20.91200000000001,-0.8799999999999848
2025-02-15 15:00:00,O25,0.4,0.32000000000000006,20.352000000000025,20.91200000000001,-0.5599999999999845
2025-02-15 17:00:00,O25,0.4,0.32000000000000006,20.672000000000025,20.91200000000001,-0.23999999999998423
2025-02-15 17:15:00,O25,1.0,0.8,21.472000000000026,21.472000000000026,0.0
2025-02-16 12:00:00,O25,1.0,0.8,22.272000000000027,22.272000000000027,0.0
2025-02-16 12:30:00,O25,1.0,0.8,23.072000000000028,23.072000000000028,0.0
2025-02-16 13:30:00,O25,1.0,0.8,23.87200000000003,23.87200000000003,0.0
2025-02-16 14:00:00,O25,1.0,-1.0,22.87200000000003,23.87200000000003,-1.0
2025-02-16 14:30:00,O25,4.0,3.2,26.072000000000028,26.072000000000028,0.0
2025-02-16 16:30:00,O25,4.0,3.2,29.272000000000027,29.272000000000027,0.0
2025-02-16 17:00:00,O25,1.0,-1.0,28.272000000000027,29.272000000000027,-1.0
2025-02-16 23:00:00,O25,1.0,0.8,29.072000000000028,29.272000000000027,-0.1999999999999993
2025-02-17 01:00:00,O25,4.0,3.2,32.27200000000003,32.27200000000003,0.0
2025-02-17 15:00:00,O25,1.0,0.8,33.072000000000024,33.072000000000024,0.0
2025-02-18 19:45:00,O25,1.0,-1.0,32.072000000000024,33.072000000000024,-1.0
2025-02-19 03:10:00,O25,4.0,3.2,35.27200000000003,35.27200000000003,0.0
2025-02-20 01:00:00,O25,4.0,-4.0,31.272000000000027,35.27200000000003,-4.0
2025-02-21 19:30:00,O25,1.0,-1.0,30.272000000000027,35.27200000000003,-5.0
2025-02-21 19:30:00,O25,0.48,0.384,30.656000000000027,35.27200000000003,-4.616
2025-02-22 12:00:00,O25,0.4,0.32000000000000006,30.976000000000028,35.27200000000003,-4.295999999999999
2025-02-22 13:30:00,O25,0.4,0.32000000000000006,31.296000000000028,35.27200000000003,-3.975999999999999
2025-02-22 15:00:00,O25,0.4,-0.4,30.89600000000003,35.27200000000003,-4.375999999999998
2025-02-22 15:00:00,O25,0.4,-0.4,30.49600000000003,35.27200000000003,-4.775999999999996
2025-02-22 17:30:00,O25,4.0,3.2,33.69600000000003,35.27200000000003,-1.5759999999999934
2025-02-22 18:30:00,O25,0.4,-0.4,33.296000000000035,35.27200000000003,-1.975999999999992
2025-02-22 19:00:00,O25,0.4,-0.4,32.896000000000036,35.27200000000003,-2.3759999999999906
2025-02-23 11:30:00,O25,0.4,0.32000000000000006,33.21600000000004,35.27200000000003,-2.0559999999999903
2025-02-23 13:00:00,O25,0.4,-0.4,32.81600000000004,35.27200000000003,-2.455999999999989
2025-02-23 14:30:00,O25,4.0,3.2,36.01600000000004,36.01600000000004,0.0
2025-02-23 15:00:00,O25,4.0,3.2,39.216000000000044,39.216000000000044,0.0
2025-02-23 16:00:00,O25,0.4,0.32000000000000006,39.536000000000044,39.536000000000044,0.0
2025-02-23 16:30:00,O25,4.0,3.2,42.73600000000005,42.73600000000005,0.0
2025-02-23 17:00:00,O25,4.0,-4.0,38.73600000000005,42.73600000000005,-4.0
2025-02-24 01:05:00,O25,4.0,-4.0,34.73600000000005,42.73600000000005,-8.0
2025-02-24 15:00:00,O25,0.4,0.32000000000000006,35.05600000000005,42.73600000000005,-7.68
2025-02-24 18:00:00,O25,0.4,0.32000000000000006,35.37600000000005,42.73600000000005,-7.359999999999999
2025-02-24 19:45:00,O25,0.4,0.32000000000000006,35.69600000000005,42.73600000000005,-7.039999999999999
2025-02-25 19:45:00,O25,0.4,0.32000000000000006,36.01600000000005,42.73600000000005,-6.719999999999999
2025-02-26 03:00:00,O25,0.4,-0.4,35.61600000000005,42.73600000000005,-7.119999999999997
2025-02-26 03:00:00,O25,4.0,3.2,38.81600000000005,42.73600000000005,-3.9199999999999946
2025-02-26 18:30:00,O25,0.4,0.32000000000000006,39.13600000000005,42.73600000000005,-3.5999999999999943
2025-02-27 03:05:00,O25,4.0,3.2,42.336000000000055,42.73600000000005,-0.3999999999999915
2025-02-28 17:00:00,O25,1.0,-1.0,41.336000000000055,42.73600000000005,-1.3999999999999915
2025-02-28 19:00:00,O25,1.0,0.8,42.13600000000005,42.73600000000005,-0.5999999999999943
2025-03-01 13:30:00,O25,1.0,-1.0,41.13600000000005,42.73600000000005,-1.5999999999999943
2025-03-01 13:30:00,O25,4.0,-4.0,37.13600000000005,42.73600000000005,-5.599999999999994
2025-03-01 14:00:00,O25,0.4,-0.4,36.736000000000054,42.73600000000005,-5.999999999999993
2025-03-01 14:30:00,O25,0.4,0.32000000000000006,37.056000000000054,42.73600000000005,-5.679999999999993
2025-03-01 14:30:00,O25,1.4000000000000001,1.12,38.17600000000005,42.73600000000005,-4.559999999999995
2025-03-01 15:00:00,O25,0.4,0.32000000000000006,38.49600000000005,42.73600000000005,-4.239999999999995
2025-03-01 16:00:00,O25,0.4,0.32000000000000006,38.81600000000005,42.73600000000005,-3.9199999999999946
2025-03-01 23:00:00,O25,4.0,3.2,42.016000000000055,42.73600000000005,-0.7199999999999918
2025-03-02 00:30:00,O25,0.4,0.32000000000000006,42.336000000000055,42.73600000000005,-0.3999999999999915
2025-03-02 01:00:00,O25,4.0,3.2,45.53600000000006,45.53600000000006,0.0
2025-03-02 13:00:00,O25,4.0,3.2,48.73600000000006,48.73600000000006,0.0
2025-03-02 13:00:00,O25,4.0,3.2,51.936000000000064,51.936000000000064,0.0
2025-03-02 13:30:00,O25,1.0,0.8,52.73600000000006,52.73600000000006,0.0
2025-03-02 14:30:00,O25,1.0,-1.0,51.73600000000006,52.73600000000006,-1.0
2025-03-02 15:00:00,O25,1.0,0.8,52.53600000000006,52.73600000000006,-0.20000000000000284
2025-03-02 16:30:00,O25,1.0,-1.0,51.53600000000006,52.73600000000006,-1.2000000000000028
2025-03-03 00:00:00,O25,4.0,3.2,54.73600000000006,54.73600000000006,0.0
2025-03-04 13:00:00,O25,1.0,0.8,55.53600000000006,55.53600000000006,0.0
2025-03-04 19:45:00,O25,1.0,-1.0,54.53600000000006,55.53600000000006,-1.0
2025-03-04 20:00:00,O25,4.0,-4.0,50.53600000000006,55.53600000000006,-5.0
2025-03-07 17:00:00,O25,0.4,-0.4,50.13600000000006,55.53600000000006,-5.399999999999999
2025-03-07 18:00:00,O25,0.48,0.384,50.52000000000006,55.53600000000006,-5.015999999999998
2025-03-07 19:00:00,O25,0.4,0.32000000000000006,50.84000000000006,55.53600000000006,-4.695999999999998
2025-03-08 01:00:00,O25,0.4,-0.4,50.44000000000006,55.53600000000006,-5.0959999999999965
2025-03-08 03:00:00,O25,0.48,0.384,50.82400000000006,55.53600000000006,-4.711999999999996
2025-03-08 10:30:00,O25,0.4,0.32000000000000006,51.14400000000006,55.53600000000006,-4.391999999999996
2025-03-08 12:00:00,O25,0.4,-0.4,50.744000000000064,55.53600000000006,-4.7919999999999945
2025-03-08 14:30:00,O25,0.4,-0.4,50.344000000000065,55.53600000000006,-5.191999999999993
2025-03-08 14:30:00,O25,0.4,0.32000000000000006,50.664000000000065,55.53600000000006,-4.871999999999993
2025-03-08 14:30:00,O25,0.4,0.32000000000000006,50.984000000000066,55.53600000000006,-4.5519999999999925
2025-03-08 15:30:00,O25,0.4,-0.4,50.58400000000007,55.53600000000006,-4.951999999999991
2025-03-08 17:30:00,O25,0.4,-0.4,50.18400000000007,55.53600000000006,-5.35199999999999
2025-03-08 19:45:00,O25,0.4,0.32000000000000006,50.50400000000007,55.53600000000006,-5.031999999999989
2025-03-09 01:05:00,O25,0.4,-0.4,50.10400000000007,55.53600000000006,-5.431999999999988
2025-03-09 16:30:00,O25,0.48,-0.48,49.62400000000007,55.53600000000006,-5.911999999999985
2025-03-09 17:00:00,O25,1.4000000000000001,-1.4000000000000001,48.224000000000075,55.53600000000006,-7.311999999999983
2025-03-09 20:00:00,O25,0.4,-0.4,47.824000000000076,55.53600000000006,-7.711999999999982
2025-03-10 03:00:00,O25,0.4,0.32000000000000006,48.14400000000008,55.53600000000006,-7.391999999999982
2025-03-10 15:00:00,O25,0.4,-0.4,47.74400000000008,55.53600000000006,-7.79199999999998
2025-03-10 18:00:00,O25,0.4,0.32000000000000006,48.06400000000008,55.53600000000006,-7.47199999999998
2025-03-10 18:00:00,O25,0.4,0.32000000000000006,48.38400000000008,55.53600000000006,-7.15199999999998
2025-03-10 18:00:00,O25,4.0,3.2,51.58400000000008,55.53600000000006,-3.951999999999977
2025-03-11 19:45:00,O25,0.4,-0.4,51.18400000000008,55.53600000000006,-4.351999999999975
2025-03-14 17:00:00,O25,0.4,0.32000000000000006,51.50400000000008,55.53600000000006,-4.031999999999975
2025-03-14 19:00:00,O25,0.4,0.32000000000000006,51.82400000000008,55.53600000000006,-3.711999999999975
2025-03-14 19:00:00,O25,1.0,0.8,52.62400000000008,55.53600000000006,-2.9119999999999777
2025-03-14 19:00:00,O25,1.0,-1.0,51.62400000000008,55.53600000000006,-3.9119999999999777
2025-03-14 19:30:00,O25,1.0,0.8,52.42400000000008,55.53600000000006,-3.1119999999999806
2025-03-15 01:00:00,O25,4.0,3.2,55.62400000000008,55.62400000000008,0.0
2025-03-15 03:05:00,O25,4.0,3.2,58.82400000000008,58.82400000000008,0.0
2025-03-15 13:30:00,O25,1.0,0.8,59.62400000000008,59.62400000000008,0.0
2025-03-15 14:30:00,O25,4.0,3.2,62.82400000000008,62.82400000000008,0.0
2025-03-15 15:30:00,O25,1.0,-1.0,61.82400000000008,62.82400000000008,-1.0
2025-03-15 17:30:00,O25,4.0,-4.0,57.82400000000008,62.82400000000008,-5.0
2025-03-15 23:00:00,O25,4.0,3.2,61.024000000000086,62.82400000000008,-1.7999999999999972
2025-03-16 01:10:00,O25,4.0,-4.0,57.024000000000086,62.82400000000008,-5.799999999999997
2025-03-16 03:05:00,O25,0.4,0.32000000000000006,57.34400000000009,62.82400000000008,-5.479999999999997
2025-03-16 09:30:00,O25,0.48,0.384,57.72800000000009,62.82400000000008,-5.0959999999999965
2025-03-16 14:00:00,O25,0.4,0.32000000000000006,58.04800000000009,62.82400000000008,-4.775999999999996
2025-03-16 16:00:00,O25,4.0,3.2,61.24800000000009,62.82400000000008,-1.5759999999999934
2025-03-16 16:30:00,O25,0.4,0.32000000000000006,61.56800000000009,62.82400000000008,-1.2559999999999931
2025-03-22 17:30:00,O25,0.4,0.32000000000000006,61.88800000000009,62.82400000000008,-0.9359999999999928
2025-03-28 17:00:00,O25,1.0,0.8,62.68800000000009,62.82400000000008,-0.13599999999999568
2025-03-28 17:00:00,O25,4.0,3.2,65.88800000000009,65.88800000000009,0.0
2025-03-29 01:00:00,O25,1.0,-1.0,64.88800000000009,65.88800000000009,-1.0
2025-03-29 12:45:00,O25,1.0,-1.0,63.88800000000009,65.88800000000009,-2.0
2025-03-29 14:00:00,O25,0.4,-0.4,63.48800000000009,65.88800000000009,-2.3999999999999986
2025-03-29 14:30:00,O25,4.0,3.2,66.68800000000009,66.68800000000009,0.0
2025-03-29 23:00:00,O25,4.0,3.2,69.88800000000009,69.88800000000009,0.0
2025-03-30 03:15:00,O25,4.0,3.2,73.0880000000001,73.0880000000001,0.0
2025-03-30 10:30:00,O25,0.4,0.32000000000000006,73.40800000000009,73.40800000000009,0.0
2025-03-30 12:00:00,O25,4.0,3.2,76.60800000000009,76.60800000000009,0.0
2025-03-30 12:45:00,O25,0.4,0.32000000000000006,76.92800000000008,76.92800000000008,0.0
2025-03-30 13:30:00,O25,0.4,0.32000000000000006,77.24800000000008,77.24800000000008,0.0
2025-03-30 15:30:00,O25,1.0,0.8,78.04800000000007,78.04800000000007,0.0
2025-03-30 16:00:00,O25,4.0,-4.0,74.04800000000007,78.04800000000007,-4.0
2025-03-31 01:05:00,O25,4.0,3.2,77.24800000000008,78.04800000000007,-0.7999999999999972
2025-03-31 17:00:00,O25,1.0,-1.0,76.24800000000008,78.04800000000007,-1.7999999999999972
2025-04-01 18:45:00,O25,1.0,0.8,77.04800000000007,78.04800000000007,-1.0
2025-04-02 18:45:00,O25,1.0,-1.0,76.04800000000007,78.04800000000007,-2.0
2025-04-04 16:00:00,O25,1.0,-1.0,75.04800000000007,78.04800000000007,-3.0
2025-04-04 16:00:00,O25,4.0,-4.0,71.04800000000007,78.04800000000007,-7.0
2025-04-04 18:00:00,O25,0.4,0.32000000000000006,71.36800000000007,78.04800000000007,-6.680000000000007
2025-04-05 03:00:00,O25,1.4000000000000001,1.12,72.48800000000007,78.04800000000007,-5.560000000000002
