colonna,range,inclusivo,min,max,n,winrate,profit_u,roi_pct,break_even_odd
odd_x,3.40-3.45,False,3.399999999999997,3.4499999999999966,270,0.7185185185185186,-2.2800000000000153,-0.8444444444444501,1.3917525773195876
odd_x,3.45-3.50,False,3.4499999999999966,3.4999999999999964,177,0.7175141242937854,-1.7400000000000162,-0.9830508474576363,1.3937007874015748
odd_2,2.15-2.20,False,2.150000000000001,2.200000000000001,46,0.717391304347826,-0.4600000000000044,-1.0000000000000095,1.393939393939394
odd_2,2.65-2.70,False,2.6500000000000012,2.700000000000001,46,0.717391304347826,-0.4600000000000044,-1.0000000000000095,1.393939393939394
odd_1,2.60-2.65,False,2.6000000000000014,2.6500000000000012,49,0.7142857142857143,-0.7000000000000028,-1.4285714285714344,1.4
odd_fav,2.45-2.50,True,2.450000000000001,2.500000000000001,132,0.7121212121212122,-2.2800000000000082,-1.7272727272727335,1.4042553191489362
odd_dog,3.40-3.45,False,3.3999999999999986,3.4499999999999984,222,0.7117117117117117,-3.960000000000015,-1.7837837837837904,1.4050632911392407
odd_2,3.40-3.45,False,3.400000000000002,3.450000000000002,38,0.7105263157894737,-0.740000000000002,-1.947368421052637,1.4074074074074074
odd_x,3.10-3.15,False,3.099999999999998,3.1499999999999977,76,0.7105263157894737,-1.480000000000004,-1.947368421052637,1.4074074074074074
odd_1,1.90-1.95,False,1.9000000000000006,1.9500000000000006,114,0.7105263157894737,-2.2200000000000095,-1.94736842105264,1.4074074074074074
odd_dog,3.50-3.55,False,3.4999999999999982,3.549999999999998,183,0.7103825136612022,-3.6000000000000156,-1.9672131147541068,1.4076923076923076
odd_x,3.60-3.65,False,3.599999999999996,3.649999999999996,183,0.7103825136612022,-3.6000000000000156,-1.9672131147541068,1.4076923076923076
odd_x,4.00-4.05,False,3.9999999999999947,4.0499999999999945,55,0.7090909090909091,-1.1800000000000033,-2.1454545454545513,1.4102564102564101
odd_1,2.75-2.80,False,2.7500000000000013,2.8000000000000016,48,0.7083333333333334,-1.0800000000000036,-2.2500000000000075,1.4117647058823528
odd_1,2.15-2.20,False,2.150000000000001,2.200000000000001,89,0.7078651685393258,-2.060000000000006,-2.3146067415730402,1.4126984126984128
odd_1,2.85-2.90,False,2.8500000000000014,2.9000000000000012,41,0.7073170731707317,-0.980000000000004,-2.390243902439034,1.413793103448276
odd_fav,2.15-2.20,False,2.150000000000001,2.200000000000001,136,0.7058823529411765,-3.5200000000000102,-2.5882352941176547,1.4166666666666665
odd_2,3.20-3.25,False,3.200000000000002,3.2500000000000018,44,0.7045454545454546,-1.2200000000000024,-2.7727272727272783,1.4193548387096773
odd_dog,3.35-3.40,False,3.3499999999999988,3.3999999999999986,125,0.704,-3.5600000000000094,-2.8480000000000074,1.4204545454545456
odd_1,2.95-3.00,False,2.9500000000000015,3.0000000000000018,37,0.7027027027027027,-1.1200000000000028,-3.0270270270270347,1.423076923076923
odd_2,1.95-2.00,False,1.9500000000000006,2.000000000000001,37,0.7027027027027027,-1.1200000000000028,-3.0270270270270347,1.423076923076923
odd_fav,2.00-2.05,False,2.000000000000001,2.0500000000000007,151,0.7019867549668874,-4.720000000000013,-3.125827814569545,1.4245283018867925
odd_1,2.05-2.10,False,2.0500000000000007,2.1000000000000005,100,0.7,-3.4000000000000057,-3.4000000000000057,1.4285714285714286
odd_2,2.70-2.75,False,2.700000000000001,2.7500000000000013,60,0.7,-2.0400000000000045,-3.400000000000007,1.4285714285714286
odd_fav,1.50-1.55,False,1.5000000000000002,1.5500000000000003,60,0.7,-2.0400000000000045,-3.400000000000007,1.4285714285714286
spread_fav_dog,1.70-1.75,False,1.7000000000000006,1.7500000000000007,40,0.7,-1.360000000000003,-3.400000000000007,1.4285714285714286
odd_dog,4.40-4.45,False,4.399999999999995,4.449999999999995,30,0.7,-1.0200000000000022,-3.400000000000007,1.4285714285714286
spread_fav_dog,1.25-1.30,False,1.2500000000000002,1.3000000000000003,63,0.6984126984126984,-2.2800000000000047,-3.6190476190476266,1.4318181818181819
odd_x,3.65-3.70,False,3.649999999999996,3.6999999999999957,129,0.6976744186046512,-4.800000000000011,-3.7209302325581484,1.4333333333333333
odd_2,3.95-4.00,False,3.950000000000003,4.000000000000003,33,0.696969696969697,-1.2600000000000016,-3.818181818181823,1.434782608695652
odd_1,1.65-1.70,False,1.6500000000000004,1.7000000000000004,69,0.6956521739130435,-2.760000000000005,-4.000000000000008,1.4375
odd_x,3.30-3.35,False,3.299999999999997,3.349999999999997,200,0.695,-8.180000000000014,-4.090000000000007,1.4388489208633095
spread_fav_dog,1.50-1.55,False,1.5000000000000004,1.5500000000000005,59,0.6949152542372882,-2.4200000000000053,-4.101694915254246,1.4390243902439024
odd_2,3.50-3.55,False,3.5000000000000018,3.5500000000000025,36,0.6944444444444444,-1.5000000000000036,-4.166666666666677,1.44
spread_fav_dog,1.20-1.25,False,1.2000000000000002,1.2500000000000002,124,0.6935483870967742,-5.320000000000007,-4.290322580645167,1.441860465116279
odd_x,3.35-3.40,False,3.349999999999997,3.399999999999997,150,0.6933333333333334,-6.480000000000011,-4.320000000000007,1.4423076923076923
odd_dog,3.65-3.70,False,3.6499999999999977,3.6999999999999975,91,0.6923076923076923,-4.060000000000006,-4.461538461538468,1.4444444444444444
odd_1,2.30-2.35,False,2.3000000000000007,2.350000000000001,65,0.6923076923076923,-2.9000000000000057,-4.461538461538471,1.4444444444444444
odd_dog,3.55-3.60,False,3.549999999999998,3.599999999999998,136,0.6911764705882353,-6.280000000000008,-4.617647058823535,1.446808510638298
odd_1,1.60-1.65,False,1.6000000000000003,1.6500000000000004,97,0.6907216494845361,-4.540000000000006,-4.680412371134027,1.4477611940298507
odd_dog,3.20-3.25,False,3.1999999999999993,3.249999999999999,97,0.6907216494845361,-4.540000000000006,-4.680412371134027,1.4477611940298507
odd_x,3.50-3.55,False,3.4999999999999964,3.5499999999999963,247,0.6882591093117408,-12.40000000000002,-5.020242914979765,1.4529411764705884
odd_x,3.20-3.25,False,3.1999999999999975,3.2499999999999973,112,0.6875,-5.740000000000009,-5.125000000000008,1.4545454545454546
odd_2,2.20-2.25,False,2.200000000000001,2.250000000000001,51,0.6862745098039216,-2.700000000000003,-5.294117647058829,1.457142857142857
odd_1,2.80-2.85,False,2.8000000000000016,2.8500000000000014,35,0.6857142857142857,-1.8800000000000026,-5.371428571428579,1.4583333333333333
odd_1,1.50-1.55,False,1.5000000000000002,1.5500000000000003,54,0.6851851851851852,-2.940000000000005,-5.4444444444444535,1.4594594594594594
spread_fav_dog,1.05-1.10,False,1.05,1.1,54,0.6851851851851852,-2.940000000000005,-5.4444444444444535,1.4594594594594594
odd_1,2.45-2.50,False,2.450000000000001,2.500000000000001,95,0.6842105263157895,-5.300000000000008,-5.578947368421061,1.4615384615384615
odd_fav,2.05-2.10,False,2.0500000000000007,2.1000000000000005,136,0.6838235294117647,-7.660000000000011,-5.632352941176479,1.4623655913978495
odd_fav,1.65-1.70,False,1.6500000000000004,1.7000000000000004,82,0.6829268292682927,-4.720000000000006,-5.756097560975617,1.4642857142857142
odd_dog,3.10-3.15,False,3.0999999999999996,3.1499999999999995,63,0.6825396825396826,-3.6600000000000037,-5.8095238095238155,1.4651162790697674
odd_2,3.00-3.05,False,3.0000000000000018,3.0500000000000016,44,0.6818181818181818,-2.600000000000003,-5.909090909090916,1.4666666666666668
odd_x,3.80-3.85,False,3.7999999999999954,3.849999999999995,72,0.6805555555555556,-4.380000000000006,-6.083333333333342,1.4693877551020407
odd_fav,2.30-2.35,False,2.3000000000000007,2.350000000000001,105,0.6761904761904762,-7.020000000000007,-6.685714285714292,1.4788732394366195
odd_fav,2.20-2.25,False,2.200000000000001,2.250000000000001,148,0.6756756756756757,-10.000000000000014,-6.756756756756767,1.48
odd_fav,1.60-1.65,False,1.6000000000000003,1.6500000000000004,117,0.6752136752136753,-7.9800000000000075,-6.8205128205128265,1.481012658227848
odd_2,2.80-2.85,False,2.8000000000000016,2.8500000000000014,43,0.6744186046511628,-2.980000000000004,-6.9302325581395445,1.4827586206896552
odd_dog,3.90-3.95,False,3.899999999999997,3.9499999999999966,49,0.673469387755102,-3.4600000000000044,-7.061224489795927,1.4848484848484849
odd_fav,1.55-1.60,False,1.5500000000000003,1.6000000000000003,98,0.673469387755102,-6.920000000000009,-7.061224489795927,1.4848484848484849
odd_dog,3.30-3.35,False,3.299999999999999,3.3499999999999988,159,0.6729559748427673,-11.34000000000001,-7.13207547169812,1.485981308411215
odd_1,1.55-1.60,False,1.5500000000000003,1.6000000000000003,88,0.6704545454545454,-6.580000000000005,-7.477272727272734,1.4915254237288136
odd_1,2.20-2.25,False,2.200000000000001,2.250000000000001,97,0.6701030927835051,-7.300000000000008,-7.525773195876297,1.4923076923076923
spread_fav_dog,1.10-1.15,False,1.1,1.1500000000000001,106,0.6698113207547169,-8.020000000000007,-7.566037735849063,1.4929577464788732
odd_2,3.70-3.75,False,3.700000000000002,3.7500000000000027,30,0.6666666666666666,-2.400000000000002,-8.000000000000007,1.5
odd_1,2.65-2.70,False,2.6500000000000012,2.700000000000001,51,0.6666666666666666,-4.080000000000004,-8.000000000000007,1.5
spread_fav_dog,1.75-1.80,False,1.7500000000000007,1.8000000000000007,42,0.6666666666666666,-3.360000000000003,-8.000000000000007,1.5
odd_fav,1.90-1.95,False,1.9000000000000006,1.9500000000000006,150,0.6666666666666666,-12.000000000000014,-8.00000000000001,1.5
odd_2,2.85-2.90,False,2.8500000000000014,2.9000000000000012,75,0.6666666666666666,-6.000000000000007,-8.00000000000001,1.5
odd_1,1.80-1.85,False,1.8000000000000005,1.8500000000000005,86,0.6627906976744186,-7.340000000000007,-8.53488372093024,1.5087719298245614
odd_dog,3.75-3.80,False,3.7499999999999973,3.799999999999997,62,0.6612903225806451,-5.420000000000005,-8.741935483870975,1.5121951219512195
odd_x,3.25-3.30,False,3.2499999999999973,3.299999999999997,123,0.6585365853658537,-11.22000000000001,-9.121951219512203,1.5185185185185184
odd_dog,4.30-4.35,False,4.299999999999995,4.349999999999995,32,0.65625,-3.0200000000000022,-9.437500000000007,1.5238095238095237
odd_2,3.55-3.60,False,3.5500000000000025,3.6000000000000023,55,0.6545454545454545,-5.320000000000004,-9.67272727272728,1.5277777777777777
odd_dog,3.80-3.85,False,3.799999999999997,3.849999999999997,55,0.6545454545454545,-5.320000000000004,-9.67272727272728,1.5277777777777777
odd_x,3.55-3.60,False,3.5499999999999963,3.599999999999996,158,0.6518987341772152,-15.860000000000014,-10.037974683544313,1.5339805825242718
spread_fav_dog,1.35-1.40,False,1.3500000000000003,1.4000000000000004,63,0.6507936507936508,-6.420000000000005,-10.190476190476199,1.5365853658536586
odd_x,3.75-3.80,False,3.7499999999999956,3.7999999999999954,83,0.6506024096385542,-8.480000000000004,-10.216867469879523,1.537037037037037
odd_2,2.30-2.35,False,2.3000000000000007,2.350000000000001,40,0.65,-4.120000000000003,-10.300000000000006,1.5384615384615383
odd_fav,1.80-1.85,False,1.8000000000000005,1.8500000000000005,116,0.646551724137931,-12.500000000000007,-10.775862068965523,1.5466666666666666
odd_2,2.50-2.55,False,2.500000000000001,2.550000000000001,42,0.6428571428571429,-4.740000000000002,-11.28571428571429,1.5555555555555554
odd_2,3.75-3.80,False,3.7500000000000027,3.8000000000000025,42,0.6428571428571429,-4.740000000000002,-11.28571428571429,1.5555555555555554
odd_fav,1.70-1.75,False,1.7000000000000004,1.7500000000000004,109,0.6422018348623854,-12.400000000000006,-11.37614678899083,1.5571428571428572
odd_1,1.70-1.75,False,1.7000000000000004,1.7500000000000004,89,0.6404494382022472,-10.340000000000007,-11.617977528089895,1.5614035087719298
odd_1,2.55-2.60,False,2.550000000000001,2.6000000000000014,61,0.639344262295082,-7.180000000000003,-11.770491803278695,1.564102564102564
odd_2,2.05-2.10,False,2.0500000000000007,2.1000000000000005,36,0.6388888888888888,-4.260000000000002,-11.833333333333337,1.565217391304348
odd_dog,3.25-3.30,False,3.249999999999999,3.299999999999999,96,0.6354166666666666,-11.820000000000007,-12.312500000000009,1.5737704918032789
odd_2,3.85-3.90,False,3.8500000000000023,3.900000000000002,35,0.6285714285714286,-4.640000000000002,-13.257142857142865,1.590909090909091
odd_2,2.10-2.15,False,2.1000000000000005,2.150000000000001,35,0.6285714285714286,-4.640000000000002,-13.257142857142865,1.590909090909091
odd_2,2.55-2.60,False,2.550000000000001,2.6000000000000014,67,0.6268656716417911,-9.040000000000004,-13.492537313432843,1.5952380952380951
odd_x,3.85-3.90,False,3.849999999999995,3.899999999999995,53,0.6226415094339622,-7.460000000000004,-14.075471698113216,1.6060606060606062
odd_2,2.90-2.95,False,2.9000000000000012,2.9500000000000015,53,0.6226415094339622,-7.460000000000004,-14.075471698113216,1.6060606060606062
odd_2,2.25-2.30,False,2.250000000000001,2.3000000000000007,45,0.6222222222222222,-6.360000000000003,-14.13333333333334,1.6071428571428572
odd_1,2.70-2.75,False,2.700000000000001,2.7500000000000013,55,0.6181818181818182,-8.080000000000004,-14.690909090909097,1.6176470588235294
spread_fav_dog,1.95-2.00,False,1.9500000000000008,2.000000000000001,34,0.6176470588235294,-5.020000000000002,-14.764705882352946,1.619047619047619
spread_fav_dog,1.60-1.65,False,1.6000000000000005,1.6500000000000006,44,0.6136363636363636,-6.740000000000002,-15.318181818181822,1.6296296296296295
odd_1,2.50-2.55,False,2.500000000000001,2.550000000000001,62,0.6129032258064516,-9.560000000000004,-15.419354838709683,1.631578947368421
odd_2,2.00-2.05,False,2.000000000000001,2.0500000000000007,31,0.6129032258064516,-4.780000000000002,-15.419354838709683,1.631578947368421
odd_dog,3.95-4.00,False,3.9499999999999966,3.9999999999999964,36,0.6111111111111112,-5.640000000000002,-15.666666666666673,1.6363636363636362
odd_2,1.80-1.85,False,1.8000000000000005,1.8500000000000005,30,0.6,-5.160000000000002,-17.200000000000006,1.6666666666666667
odd_2,3.90-3.95,False,3.900000000000002,3.950000000000003,35,0.6,-6.020000000000002,-17.200000000000006,1.6666666666666667
odd_dog,3.85-3.90,False,3.849999999999997,3.899999999999997,51,0.5882352941176471,-9.600000000000003,-18.82352941176471,1.7
spread_fav_dog,1.65-1.70,False,1.6500000000000006,1.7000000000000006,36,0.5833333333333334,-7.020000000000002,-19.500000000000007,1.7142857142857142
odd_2,3.25-3.30,False,3.2500000000000018,3.3000000000000016,46,0.5652173913043478,-10.120000000000003,-22.000000000000007,1.7692307692307694
odd_2,1.90-1.95,False,1.9000000000000006,1.9500000000000006,36,0.5277777777777778,-9.780000000000001,-27.16666666666667,1.894736842105263
spread_fav_dog,1.90-1.95,False,1.9000000000000008,1.9500000000000008,38,0.5263157894736842,-10.400000000000002,-27.368421052631586,1.9000000000000001
odd_x,4.10-4.15,False,4.099999999999994,4.149999999999994,52,0.46153846153846156,-18.880000000000003,-36.307692307692314,2.1666666666666665
